,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
期末現金及約當現金餘額,293355.0,326141.0,423590.0,278068.0,315631.0,311262.0,345973.0,319280.0,454368.0,335528.0,308566.0,334510.0,439222.0,706111.0,623473.0,611963.0
本期現金及約當現金增加（減少）數,-8354.0,24432.0,121881.0,-23641.0,37563.0,33194.0,67905.0,41212.0,135088.0,16248.0,-10714.0,15230.0,104712.0,371601.0,288963.0,277453.0
本期稅前淨利（淨損）,65007.0,151766.0,261281.0,319013.0,86331.0,215165.0,335939.0,386360.0,72264.0,194491.0,297147.0,319919.0,63776.0,177240.0,324664.0,367781.0
營業活動之淨現金流入（流出）,16353.0,108964.0,258777.0,255742.0,31506.0,137920.0,212785.0,268530.0,9950.0,70223.0,145003.0,206339.0,39815.0,103956.0,335146.0,357883.0
營運產生之現金流入（流出）,19387.0,144780.0,311586.0,338080.0,63269.0,201949.0,311057.0,400560.0,28137.0,108507.0,214137.0,308260.0,53078.0,164947.0,453383.0,521396.0
發放現金股利,,,-35280.0,-35280.0,,,-88200.0,-88200.0,,,-135828.0,-135828.0,,,-108662.0,-108662.0
短期借款增加,1721.0,-28551.0,36012.0,91722.0,38004.0,35386.0,98798.0,105910.0,98918.0,78486.0,126486.0,117360.0,71935.0,137752.0,437748.0,492267.0
籌資活動之淨現金流入（流出）,2653.0,-24390.0,-20962.0,-8198.0,40323.0,43824.0,21147.0,29136.0,101308.0,84428.0,690.0,-10360.0,85235.0,158168.0,-97824.0,-88081.0
繼續營業單位稅前淨利（淨損）,65007.0,151766.0,261281.0,319013.0,86331.0,215165.0,335939.0,386360.0,72264.0,194491.0,297147.0,319919.0,63776.0,177240.0,324664.0,367781.0
與營業活動相關之負債之淨變動合計,-4959.0,84221.0,139022.0,62847.0,-23993.0,41273.0,48279.0,49319.0,-41336.0,19032.0,55645.0,-9301.0,-3661.0,49434.0,154153.0,66413.0
與營業活動相關之資產之淨變動合計,-45430.0,-100176.0,-110161.0,-72230.0,-5752.0,-69154.0,-100934.0,-75174.0,-21104.0,-138955.0,-196936.0,-88663.0,-34819.0,-122938.0,-117443.0,-35907.0
與營業活動相關之資產及負債之淨變動合計,-50389.0,-15955.0,28861.0,-9383.0,-29745.0,-27881.0,-52655.0,-25855.0,-62440.0,-119923.0,-141291.0,-97964.0,-38480.0,-73504.0,36710.0,30506.0
處分不動產、廠房及設備,4.0,4.0,10.0,10.0,0.0,0.0,14.0,13589.0,,193.0,255.0,350.0,,459.0,492.0,824.0
處分及報廢不動產、廠房及設備損失（利益）,37.0,86.0,150.0,155.0,510.0,502.0,690.0,1084.0,0.0,-67.0,-69.0,1503.0,8.0,685.0,938.0,1179.0
調整項目合計,-45620.0,-6986.0,50305.0,19067.0,-23062.0,-13216.0,-24882.0,14200.0,-44127.0,-85984.0,-83010.0,-11659.0,-10698.0,-12293.0,128719.0,153615.0
資產負債表帳列之現金及約當現金,293355.0,326141.0,423590.0,278068.0,315631.0,311262.0,345973.0,319280.0,454368.0,335528.0,308566.0,334510.0,439222.0,706111.0,623473.0,611963.0
退還（支付）之所得稅,-2615.0,-34910.0,-51539.0,-80586.0,-31206.0,-62678.0,-96110.0,-128673.0,-16585.0,-34590.0,-62001.0,-92665.0,-10929.0,-55869.0,-108264.0,-149456.0
預付款項（增加）減少,-15830.0,-22247.0,-17052.0,-8480.0,11814.0,-1016.0,-9783.0,-7277.0,5419.0,-15358.0,-11237.0,-12575.0,6857.0,-17450.0,2758.0,-6556.0
