,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
庫藏股票,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,-29715.0,-0.14,-48948.0,-0.23,-48948.0,-0.22,-48948.0,-0.22
待分配股票股利,,,10665.0,0.08,0.0,0.0,0.0,0.0,,,1009692.0,6.46,,,,,,,15994.0,0.09,,,,,,,0.0,0.0,,,,
待註銷股本股數（單位：股）,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,
應付帳款,1493112.0,11.31,1494684.0,11.64,2148854.0,15.37,2407895.0,16.23,1775877.0,11.26,1805508.0,11.54,2324565.0,12.46,2784725.0,13.84,1986555.0,11.18,2018499.0,10.92,2434345.0,11.64,2396506.0,10.72,1878685.0,8.86,1870710.0,8.93,2879672.0,12.89,3183301.0,14.0
應付短期票券,99799.0,0.76,99812.0,0.78,99899.0,0.71,99904.0,0.67,99905.0,0.63,99830.0,0.64,99915.0,0.54,99913.0,0.5,99913.0,0.56,149874.0,0.81,149883.0,0.72,149946.0,0.67,149952.0,0.71,349737.0,1.67,149980.0,0.67,149989.0,0.66
應付票據,114606.0,0.87,94541.0,0.74,105376.0,0.75,119714.0,0.81,91964.0,0.58,89453.0,0.57,118041.0,0.63,176566.0,0.88,119632.0,0.67,132550.0,0.72,148038.0,0.71,151882.0,0.68,136072.0,0.64,114912.0,0.55,182861.0,0.82,203326.0,0.89
應收帳款淨額,4233381.0,32.06,3389650.0,26.4,4046011.0,28.95,5003027.0,33.73,4671749.0,29.61,4623821.0,29.56,5193372.0,27.83,6469752.0,32.15,5156903.0,29.01,5065121.0,27.4,6426420.0,30.72,6962785.0,31.13,5822823.0,27.45,5681944.0,27.13,5912088.0,26.47,7188126.0,31.62
應收票據淨額,56766.0,0.43,61501.0,0.48,46602.0,0.33,42081.0,0.28,35902.0,0.23,39937.0,0.26,31492.0,0.17,33335.0,0.17,32130.0,0.18,26525.0,0.14,32389.0,0.15,18692.0,0.08,25131.0,0.12,20559.0,0.1,13982.0,0.06,27395.0,0.12
普通股股本,2003815.0,15.17,2003815.0,15.61,2014480.0,14.41,2014480.0,13.58,2014480.0,12.77,2014480.0,12.88,3024172.0,16.21,3024172.0,15.03,3024172.0,17.01,3024172.0,16.36,3040166.0,14.53,3040166.0,13.59,3040166.0,14.33,3040166.0,14.52,3040166.0,13.61,3040166.0,13.38
未分配盈餘（或待彌補虧損）,3379095.0,25.59,2669477.0,20.79,2815759.0,20.15,3595433.0,24.24,3879323.0,24.59,2704604.0,17.29,2961503.0,15.87,4900715.0,24.35,4842548.0,27.24,3948210.0,21.36,4169682.0,19.93,4720787.0,21.11,4661871.0,21.97,4302394.0,20.54,4465680.0,20.0,5030680.0,22.13
本期所得稅負債,,,,,,,,,,,,,,,,,681415.0,3.83,744967.0,4.03,786729.0,3.76,758137.0,3.39,742167.0,3.5,503302.0,2.4,582328.0,2.61,563413.0,2.48
權益總計,,,,,,,,,,,,,,,,,8582035.0,48.28,7956111.0,43.04,8640136.0,41.31,8910011.0,39.84,8788756.0,41.43,8350776.0,39.87,8190496.0,36.67,8605640.0,37.86
權益總額,6026415.0,45.64,5749128.0,44.78,5838564.0,41.77,6710830.0,45.24,7060182.0,44.75,6706008.0,42.87,7004354.0,37.54,9100442.0,45.22,,,,,,,,,,,,,,,,
歸屬於母公司業主之權益合計,6018584.0,45.58,5743039.0,44.73,5837193.0,41.76,6707401.0,45.21,7056533.0,44.72,6702416.0,42.85,6999907.0,37.51,9097039.0,45.21,8578345.0,48.26,7952826.0,43.02,8636847.0,41.29,8905442.0,39.82,8783761.0,41.4,8345765.0,39.85,8185469.0,36.65,8600929.0,37.84
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,542000.0,,900000.0,,900000.0,,900000.0,
法定盈餘公積,697464.0,5.28,783200.0,6.1,783200.0,5.6,783200.0,5.28,783200.0,4.96,868897.0,5.56,868897.0,4.66,868897.0,4.32,868897.0,4.89,1132667.0,6.13,1132667.0,5.42,1132667.0,5.06,1132667.0,5.34,1189028.0,5.68,1189028.0,5.32,1189028.0,5.23
流動負債合計,5758824.0,43.61,5656495.0,44.05,6631774.0,47.45,6805867.0,45.88,6189698.0,39.23,7730215.0,49.42,10498415.0,56.26,10082888.0,50.11,8215166.0,46.22,9569729.0,51.77,11386398.0,54.44,12153061.0,54.34,11144061.0,52.53,11333780.0,54.11,13115193.0,58.72,12618458.0,55.51
流動資產合計,9336270.0,70.7,8831366.0,68.78,9926164.0,71.02,10683364.0,72.02,11614667.0,73.61,11588858.0,74.09,14754212.0,79.07,16246008.0,80.73,14035987.0,78.97,14684798.0,79.43,16706368.0,79.87,17479731.0,78.16,16288736.0,76.78,15735098.0,75.13,17054212.0,76.36,17463681.0,76.83
無形資產,301084.0,2.28,288617.0,2.25,282598.0,2.02,270446.0,1.82,264848.0,1.68,254496.0,1.63,246453.0,1.32,243137.0,1.21,237316.0,1.34,254046.0,1.37,344010.0,1.64,917945.0,4.1,901846.0,4.25,1202209.0,5.74,1152322.0,5.16,1259990.0,5.54
特別盈餘公積,64037.0,0.48,227206.0,1.77,227206.0,1.63,227206.0,1.53,227206.0,1.44,64037.0,0.41,64037.0,0.34,64037.0,0.32,64037.0,0.36,64037.0,0.35,64037.0,0.31,64037.0,0.29,64037.0,0.3,107136.0,0.51,107136.0,0.48,107136.0,0.47
現金及約當現金,1704456.0,12.91,1904025.0,14.83,2039274.0,14.59,1936610.0,13.05,1892355.0,11.99,3315252.0,21.2,5535117.0,29.66,5096716.0,25.33,4275699.0,24.06,4624685.0,25.02,4690032.0,22.42,4998583.0,22.35,5025271.0,23.69,4333856.0,20.69,4519232.0,20.24,3666790.0,16.13
當期所得稅負債,226268.0,1.71,119646.0,0.93,148472.0,1.06,161739.0,1.09,193204.0,1.22,193255.0,1.24,179970.0,0.96,669726.0,3.33,,,,,,,,,,,,,,,,
短期借款,2137961.0,16.19,1926601.0,15.0,2035274.0,14.56,1952811.0,13.16,2319322.0,14.7,2343294.0,14.98,4248543.0,22.77,3949390.0,19.63,3329363.0,18.73,3940314.0,21.31,4915127.0,23.5,6047849.0,27.04,6053277.0,28.53,5645594.0,26.96,6122862.0,27.42,5304428.0,23.34
股本合計,2003815.0,15.17,2014480.0,15.69,2014480.0,14.41,2014480.0,13.58,2014480.0,12.77,3024172.0,19.33,3024172.0,16.21,3024172.0,15.03,3024172.0,17.01,3040166.0,16.45,3040166.0,14.53,3040166.0,13.59,3040166.0,14.33,3040166.0,14.52,3040166.0,13.61,3040166.0,13.38
負債及權益總計,,,,,,,,,,,,,,,,,17774140.0,100.0,18486861.0,100.0,20917072.0,100.0,22363721.0,100.0,21214572.0,100.0,20944398.0,100.0,22333323.0,100.0,22730078.0,100.0
負債準備－非流動,,,,,,,35130.0,0.24,37798.0,0.24,37708.0,0.24,37121.0,0.2,36113.0,0.18,35676.0,0.2,37400.0,0.2,37013.0,0.18,110756.0,0.5,116021.0,0.55,109319.0,0.52,131574.0,0.59,114244.0,0.5
負債總計,,,,,,,,,,,,,,,,,9192105.0,51.72,10530750.0,56.96,12276936.0,58.69,13453710.0,60.16,12425816.0,58.57,12593622.0,60.13,14142827.0,63.33,14124438.0,62.14
負債總額,7178700.0,54.36,7090747.0,55.22,8138504.0,58.23,8123882.0,54.76,8717475.0,55.25,8935535.0,57.13,11656144.0,62.46,11022542.0,54.78,,,,,,,,,,,,,,,,
資本公積合計,33392.0,0.25,37746.0,0.29,37746.0,0.27,37746.0,0.25,37746.0,0.24,49794.0,0.32,49794.0,0.27,49794.0,0.25,49794.0,0.28,54921.0,0.3,54921.0,0.26,54921.0,0.25,54921.0,0.26,54921.0,0.26,54921.0,0.25,54921.0,0.24
資產總計,,,,,,,,,,,,,,,,,17774140.0,100.0,18486861.0,100.0,20917072.0,100.0,22363721.0,100.0,21214572.0,100.0,20944398.0,100.0,22333323.0,100.0,22730078.0,100.0
資產總額,13205115.0,100.0,12839875.0,100.0,13977068.0,100.0,14834712.0,100.0,15777657.0,100.0,15641543.0,100.0,18660498.0,100.0,20122984.0,100.0,,,,,,,,,,,,,,,,
透過損益按公允價值衡量之金融負債－流動,15904.0,0.12,13585.0,0.11,18741.0,0.13,19607.0,0.13,30448.0,0.19,35076.0,0.22,23664.0,0.13,29248.0,0.15,27532.0,0.15,18889.0,0.1,25414.0,0.12,34862.0,0.16,23926.0,0.11,18317.0,0.09,11514.0,0.05,9696.0,0.04
透過損益按公允價值衡量之金融資產－流動,10429.0,0.08,13299.0,0.1,8162.0,0.06,9040.0,0.06,1744.0,0.01,2257.0,0.01,8064.0,0.04,978.0,0.0,4157.0,0.02,4793.0,0.03,19049.0,0.09,28300.0,0.13,7200.0,0.03,36170.0,0.17,9735.0,0.04,24757.0,0.11
遞延所得稅負債,212345.0,1.61,191674.0,1.49,210942.0,1.51,246102.0,1.66,254041.0,1.61,208497.0,1.33,207133.0,1.11,259226.0,1.29,157880.0,0.89,171766.0,0.93,261166.0,1.25,259401.0,1.16,257931.0,1.22,235074.0,1.12,233202.0,1.04,259116.0,1.14
遞延所得稅資產,625416.0,4.74,647765.0,5.04,651269.0,4.66,757143.0,5.1,768091.0,4.87,770525.0,4.93,792162.0,4.25,835729.0,4.15,844093.0,4.75,905616.0,4.9,969974.0,4.64,984327.0,4.4,1019807.0,4.81,989870.0,4.73,1120593.0,5.02,1110385.0,4.89
長期借款,1060942.0,8.03,1049405.0,8.17,1056698.0,7.56,953761.0,6.43,974971.0,6.18,860926.0,5.5,791691.0,4.24,557644.0,2.77,672167.0,3.78,632127.0,3.42,387460.0,1.85,616438.0,2.76,613194.0,2.89,593099.0,2.83,415231.0,1.86,866365.0,3.81
非控制權益,7831.0,0.06,6089.0,0.05,1371.0,0.01,3429.0,0.02,3649.0,0.02,3592.0,0.02,4447.0,0.02,3403.0,0.02,3690.0,0.02,3285.0,0.02,3289.0,0.02,4569.0,0.02,4995.0,0.02,5011.0,0.02,5027.0,0.02,4711.0,0.02
非流動負債合計,1419876.0,10.75,1434252.0,11.17,1506730.0,10.78,1318015.0,8.88,2527777.0,16.02,1205320.0,7.71,1157729.0,6.2,939654.0,4.67,976939.0,5.5,961021.0,5.2,890538.0,4.26,1300649.0,5.82,1281755.0,6.04,1259842.0,6.02,1027634.0,4.6,1505980.0,6.63
非流動資產合計,3868845.0,29.3,4008509.0,31.22,4050904.0,28.98,4151348.0,27.98,4162990.0,26.39,4052685.0,25.91,3906286.0,20.93,3876976.0,19.27,3738153.0,21.03,3802063.0,20.57,4210704.0,20.13,4883990.0,21.84,4925836.0,23.22,5209300.0,24.87,5279111.0,23.64,5266397.0,23.17
預付款項,259118.0,1.96,246751.0,1.92,269262.0,1.93,223625.0,1.51,233212.0,1.48,301607.0,1.93,272003.0,1.46,309781.0,1.54,333607.0,1.88,352960.0,1.91,339966.0,1.63,353095.0,1.58,452673.0,2.13,464659.0,2.22,606141.0,2.71,523134.0,2.3
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
