,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
與營業活動相關之資產及負債之淨變動合計,-110504.0,-223213.0,-118551.0,-75915.0,-14852.0,-37123.0,-93005.0,-101635.0,-137580.0,-141613.0,-72263.0,81553.0,-311925.0,-322111.0,-353232.0,-375486.0
舉借長期借款,350000.0,410000.0,755000.0,955000.0,730000.0,730000.0,920000.0,920000.0,150000.0,150000.0,550000.0,695000.0,121000.0,121000.0,261000.0,261000.0
處分不動產、廠房及設備,-172.0,212.0,246.0,952.0,5514.0,5514.0,5648.0,13177.0,10.0,22.0,239459.0,249296.0,1197.0,1226.0,1753.0,2845.0
處分以成本衡量之金融資產,,0.0,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0
處分備供出售金融資產,,,,,4096.0,4096.0,4096.0,168085.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
處分及報廢不動產、廠房及設備損失（利益）,165.0,165.0,59.0,22.0,-1193.0,-1211.0,-1123.0,-1739.0,0.0,0.0,-36692.0,-36262.0,-142.0,-155.0,-682.0,-1384.0
處分投資損失（利益）,,0.0,0.0,0.0,-743.0,-743.0,-743.0,-98199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
處分無活絡市場之債務工具投資,,,,,,,,,,,,,,10000.0,4000.0,8000.0
調整項目合計,-98396.0,-140476.0,-15517.0,71807.0,22735.0,30153.0,1651.0,-70377.0,-123711.0,-81847.0,-14160.0,195461.0,-263522.0,-231821.0,-217974.0,-198501.0
負債準備增加（減少）,,,,,,,,,,,-49980.0,-45822.0,6138.0,9437.0,9869.0,14957.0
資產負債表帳列之現金及約當現金,767564.0,760900.0,788958.0,818655.0,783401.0,655571.0,802577.0,795907.0,682285.0,692939.0,722835.0,701797.0,736332.0,709362.0,684853.0,628746.0
退還（支付）之所得稅,-15279.0,-12373.0,-34679.0,-53263.0,-6562.0,-37064.0,-52214.0,-63733.0,-1858.0,-54643.0,-98449.0,-118615.0,-1815.0,-16418.0,-27586.0,-40798.0
金融資產減損損失,,,,,,,,,,,,30747.0,,,,0.0
非控制權益變動,,,,,,,-1133.0,,20000.0,20000.0,17229.0,17229.0,0.0,0.0,0.0,0.0
預付投資款增加,,,,,,,,-30000.0,,30000.0,,,0.0,0.0,0.0,
預付投資款減少,,,,,,,,,30000.0,,30000.0,30000.0,,,,0.0
預付款項（增加）減少,-3642.0,6705.0,-6247.0,5682.0,-11138.0,-16266.0,9104.0,-6228.0,-26532.0,-2573.0,-3099.0,7752.0,-12231.0,-13733.0,-19154.0,-7662.0
