,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
攤銷費用,4623.0,9200.0,11993.0,15152.0,3161.0,6233.0,9242.0,12179.0,2880.0,5532.0,8176.0,11510.0,3768.0,7822.0,11887.0,15395.0
支付之利息,-1124.0,-2562.0,-7470.0,-18095.0,-11498.0,-29116.0,-44133.0,-63817.0,-12940.0,-24988.0,-45645.0,-57751.0,-7817.0,-12598.0,-17144.0,-21745.0
收取之利息,550.0,1073.0,1654.0,1883.0,1056.0,1878.0,2417.0,3193.0,292.0,796.0,1084.0,1510.0,205.0,903.0,1114.0,1279.0
收益費損項目合計,,,,,,,,,50765.0,106770.0,167627.0,230579.0,44782.0,97920.0,140178.0,213955.0
期初現金及約當現金餘額,231921.0,231921.0,231921.0,231921.0,662267.0,662267.0,662267.0,662267.0,865506.0,865506.0,865506.0,865506.0,816275.0,816275.0,816275.0,816275.0
期末現金及約當現金餘額,252788.0,305320.0,312764.0,662267.0,540917.0,612300.0,646740.0,865506.0,307919.0,325065.0,320301.0,816275.0,285893.0,474076.0,424072.0,588877.0
本期現金及約當現金增加（減少）數,20867.0,73399.0,80843.0,430346.0,-121350.0,-49967.0,-15527.0,203239.0,-557587.0,-540441.0,-545205.0,-49231.0,-530382.0,-342199.0,-392203.0,-227398.0
本期稅前淨利（淨損）,27134.0,68693.0,108303.0,124078.0,5141.0,12506.0,40253.0,85886.0,25779.0,38837.0,76299.0,123229.0,16506.0,63126.0,127835.0,213931.0
營業活動之淨現金流入（流出）,39067.0,109093.0,73925.0,128981.0,74698.0,130317.0,216698.0,359843.0,68910.0,75753.0,127489.0,200365.0,96262.0,248759.0,368582.0,457836.0
營運產生之現金流入（流出）,42035.0,122644.0,104484.0,174072.0,87567.0,162720.0,281067.0,446601.0,86950.0,112668.0,193784.0,282018.0,109223.0,267181.0,396923.0,490717.0
現金增資,,,,,,,,283002.0,,,,1140000.0,,,,0.0
發放現金股利,,,-35157.0,-35157.0,,,-78225.0,-78225.0,,,-48360.0,-48360.0,,,-126894.0,-126894.0
發行公司債,0.0,0.0,0.0,0.0,,,,,,,,,,,,
短期借款增加,191630.0,205889.0,361435.0,-10876.0,222122.0,250132.0,283435.0,78546.0,-47118.0,82061.0,2017349.0,2040959.0,393136.0,459108.0,421310.0,507523.0
短期借款減少,,,,,,,,,,,-1886487.0,-2238678.0,-75176.0,-76749.0,-89477.0,-72013.0
籌資活動之淨現金流入（流出）,206620.0,220834.0,341280.0,768949.0,-169023.0,-141013.0,-185925.0,-107812.0,-561767.0,-527540.0,-527091.0,-93846.0,-153803.0,-105884.0,-349479.0,-261385.0
繼續營業單位稅前淨利（淨損）,27134.0,68693.0,108303.0,124078.0,5141.0,12506.0,40253.0,85886.0,25779.0,38837.0,76299.0,123229.0,16506.0,63126.0,127835.0,213931.0
股份基礎給付酬勞成本,4895.0,9790.0,13994.0,16819.0,2912.0,5824.0,8040.0,12565.0,858.0,1717.0,2289.0,2289.0,0.0,0.0,0.0,0.0
與營業活動相關之負債之淨變動合計,-4509.0,120857.0,93992.0,-479.0,-20340.0,15383.0,46976.0,125679.0,-50595.0,-38312.0,-15575.0,-37350.0,-48212.0,8850.0,63351.0,128470.0
與營業活動相關之資產之淨變動合計,-17999.0,-144666.0,-212514.0,-118297.0,46187.0,10418.0,30082.0,14678.0,61001.0,5373.0,-34567.0,-34440.0,96147.0,97285.0,65559.0,-65639.0
與營業活動相關之資產及負債之淨變動合計,-22508.0,-23809.0,-118522.0,-118776.0,25847.0,25801.0,77058.0,140357.0,10406.0,-32939.0,-50142.0,-71790.0,47935.0,106135.0,128910.0,62831.0
舉借長期借款,,,,1900000.0,,,,0.0,,,1805000.0,1805000.0,,,0.0,0.0
處分不動產、廠房及設備,,138.0,183.0,950.0,,309.0,309.0,309.0,569.0,569.0,569.0,545.0,0.0,0.0,0.0,0.0
處分及報廢不動產、廠房及設備損失（利益）,3044.0,9686.0,10701.0,13900.0,0.0,1680.0,1680.0,1680.0,-529.0,-529.0,-529.0,-529.0,132.0,292.0,296.0,400.0
調整項目合計,14901.0,53951.0,-3819.0,49994.0,82426.0,150214.0,240814.0,360715.0,61171.0,73831.0,117485.0,158789.0,92717.0,204055.0,269088.0,276786.0
負債準備增加（減少）,,,,,,,,,,,,-12809.0,,,,0.0
買回應付公司債損失（利益）,,,,,4129.0,4129.0,4129.0,4129.0,0.0,0.0,0.0,0.0,,,,
資產負債表帳列之現金及約當現金,252788.0,305320.0,312764.0,662267.0,540917.0,612300.0,646740.0,865506.0,307919.0,325065.0,320301.0,816275.0,285893.0,474076.0,424072.0,588877.0
退還（支付）之所得稅,-2394.0,-12062.0,-24743.0,-28879.0,-2427.0,-5165.0,-22653.0,-26134.0,-5392.0,-12723.0,-21734.0,-25412.0,-5349.0,-6727.0,-12311.0,-12415.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,720.0,0.0,-1980.0,-300.0,-1021.0,-1021.0,-1021.0,-1021.0,0.0,0.0,0.0,0.0,,,,
非金融資產減損損失,,,,,,,,,,,,15000.0,,15000.0,15000.0,45000.0
預付設備款增加,-32858.0,,-81059.0,-94177.0,-4227.0,-9522.0,-15682.0,-17436.0,-2093.0,-9414.0,-4938.0,-12425.0,-4152.0,-11052.0,-8729.0,-19342.0
