,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
短期借款增加,874107.0,890688.0,1700067.0,861146.0,753095.0,1549963.0,1131289.0,0.0,0.0,281916.0,558766.0,930907.0,1165468.0,1338409.0,1120877.0,1839524.0
籌資活動之淨現金流入（流出）,907393.0,885771.0,1466687.0,1638015.0,862182.0,1622163.0,813187.0,1970880.0,292629.0,-10402.0,1378624.0,1760694.0,1778789.0,1954284.0,1555320.0,760163.0
繼續營業單位稅前淨利（淨損）,351657.0,719264.0,1079823.0,1106612.0,322605.0,618769.0,573245.0,-170675.0,-362603.0,-787413.0,-1148758.0,-1898128.0,-159429.0,-423381.0,-497726.0,-1141986.0
與營業活動相關之負債之淨變動合計,-32020.0,954097.0,1169988.0,256041.0,-57310.0,469449.0,899305.0,-452873.0,-489446.0,-11373.0,329684.0,-449952.0,-1357240.0,-1039233.0,-1494486.0,-1659030.0
與營業活動相關之資產之淨變動合計,-1857532.0,-2608987.0,-2745534.0,-1172190.0,-730322.0,-1429957.0,-1216040.0,132998.0,235934.0,182627.0,-168207.0,1125367.0,-888695.0,-973340.0,-1145320.0,866516.0
與營業活動相關之資產及負債之淨變動合計,-1889552.0,-1654890.0,-1575546.0,-916149.0,-787632.0,-960508.0,-316735.0,-319875.0,-253512.0,171254.0,161477.0,675415.0,-2245935.0,-2012573.0,-2639806.0,-792514.0
處分不動產、廠房及設備,9387.0,185091.0,191691.0,210540.0,7146.0,15849.0,35312.0,45642.0,24447.0,45412.0,212109.0,246315.0,178697.0,236115.0,304016.0,346038.0
處分及報廢不動產、廠房及設備損失（利益）,9946.0,-38082.0,31064.0,69603.0,27620.0,60505.0,94446.0,125677.0,21553.0,52202.0,72401.0,93783.0,-22376.0,-54172.0,-37441.0,-41635.0
調整項目合計,-1528166.0,-968275.0,-501612.0,585186.0,-416555.0,-209095.0,818142.0,1287615.0,162510.0,928494.0,1557855.0,2577056.0,-2052935.0,-1565648.0,-1798856.0,420578.0
資產負債表帳列之現金及約當現金,2467405.0,2155656.0,2728748.0,2933196.0,2770108.0,3520110.0,2555187.0,2651159.0,2306648.0,2122089.0,2740877.0,3664391.0,3051545.0,2382813.0,1940979.0,2344226.0
退還（支付）之所得稅,-42842.0,-378583.0,-508901.0,-578849.0,-56405.0,-210591.0,-385189.0,-407234.0,-70723.0,-91196.0,-143866.0,-197355.0,-7354.0,-78664.0,-93514.0,-123489.0
預付款項（增加）減少,-265735.0,-301601.0,-348061.0,-257956.0,-232819.0,-97966.0,-78662.0,-271705.0,126842.0,95777.0,120430.0,200803.0,-184094.0,-123839.0,56040.0,148457.0
