,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
其他籌資活動,,,-4650.0,-4650.0,0.0,,0.0,0.0,,,,-4750.0,,,,0.0
其他金融資產增加,,,0.0,-52019.0,,,,,,,,,,,,
其他金融資產減少,14082.0,18030.0,42437.0,,43826.0,106470.0,100911.0,102908.0,5212.0,5289.0,10619.0,10158.0,460.0,460.0,460.0,-206601.0
其他非流動負債增加,,,,,,,,,,,,,,291318.0,295301.0,
其他非流動負債減少,,,,,,,,,,,,,-906.0,,0.0,
其他非流動資產增加,,,-77027.0,-641482.0,,0.0,,,-116008.0,,-38579.0,-62990.0,-114788.0,-117978.0,-261777.0,-61859.0
其他非流動資產減少,7955.0,-43938.0,,,-2123.0,4754.0,-150716.0,-78822.0,,-12383.0,,,,,,
其他項目,,0.0,3925.0,9813.0,5887.0,11775.0,17662.0,23551.0,5886.0,11775.0,13808.0,15932.0,3194.0,6399.0,9614.0,12840.0
利息收入,-922.0,-2538.0,-2713.0,-3761.0,-287.0,-916.0,-1079.0,-1653.0,-489.0,-1692.0,-1862.0,-3045.0,-248.0,-1153.0,-1761.0,-3211.0
利息費用,16762.0,30862.0,42806.0,45972.0,4596.0,9685.0,16420.0,23013.0,10107.0,24389.0,40574.0,56702.0,11067.0,22761.0,34116.0,46004.0
匯率變動對現金及約當現金之影響,623.0,5827.0,4145.0,7105.0,-354.0,-5118.0,3233.0,6645.0,-1882.0,-2653.0,2080.0,4955.0,-2538.0,-6539.0,-10689.0,-12114.0
取得不動產、廠房及設備,-145881.0,-203401.0,-319021.0,-324395.0,-463587.0,-681085.0,-701794.0,-881112.0,-58115.0,-207500.0,-216511.0,-251586.0,-57114.0,-123259.0,-172726.0,-358528.0
取得備供出售金融資產,,,-28215.0,-28215.0,0.0,-312000.0,-314400.0,-353400.0,,0.0,0.0,0.0,,,,
取得子公司股權,,,,,,,,,,,,,,-409050.0,-409050.0,-4506.0
取得投資性不動產,,,,,,,,,,,,,,,-1985.0,
取得採用權益法之投資,,,,,,,,,,,,,-13193.0,-13193.0,-13193.0,-13193.0
呆帳費用提列（轉列收入）數,672.0,-203.0,64.0,-498.0,-485.0,-244.0,123.0,447.0,407.0,3776.0,-583.0,1894.0,87.0,-1010.0,3020.0,11221.0
員工執行認股權,,,,,,,10941.0,14324.0,1130.0,1544.0,2598.0,19072.0,835.0,1233.0,3531.0,5599.0
存入保證金增加,,,,,,,3180.0,3471.0,26012.0,26344.0,34343.0,36658.0,0.0,-17210.0,0.0,-16664.0
存入保證金減少,,,,,,,,,,,,,-17185.0,,-18927.0,
存出保證金增加,,,,,-17683.0,-65770.0,-76434.0,-128180.0,-21174.0,-49828.0,-57733.0,-74497.0,-5524.0,-174328.0,-196780.0,-205845.0
存出保證金減少,,,,,19260.0,27323.0,52272.0,101322.0,35752.0,46932.0,56166.0,57687.0,37884.0,60937.0,82628.0,90625.0
存貨（增加）減少,-680.0,-222770.0,-103746.0,-89238.0,60645.0,-80717.0,-135066.0,-22140.0,-174029.0,-51463.0,6746.0,116066.0,-7719.0,-18144.0,-73821.0,78821.0
對子公司之收購（扣除所取得之現金）,,,,,,,,,-1134428.0,-1134428.0,-1134428.0,-1134428.0,0.0,0.0,0.0,0.0
應付帳款增加（減少）,28948.0,186490.0,-17672.0,75058.0,-96781.0,-51169.0,-93162.0,-27287.0,-18913.0,-12034.0,-27573.0,62126.0,-22119.0,-14898.0,38958.0,8447.0
應付帳款－關係人增加（減少）,,,,,,,,,-5283.0,2147.0,2618.0,,-5657.0,-8845.0,-8976.0,
應付票據增加（減少）,-1888.0,-9852.0,1932.0,4716.0,-4928.0,-8371.0,-3797.0,-8883.0,-11475.0,-22131.0,-19576.0,-17832.0,-38277.0,-46949.0,-49964.0,-48882.0
應付票據－關係人增加（減少）,,,,,,,,,0.0,,,,,,,
應收帳款（增加）減少,239036.0,213846.0,76975.0,106360.0,85869.0,17660.0,126467.0,-88652.0,148753.0,5974.0,-49398.0,-194961.0,302456.0,320815.0,322197.0,308835.0
應收帳款－關係人（增加）減少,,,,,,,,,12443.0,-33278.0,-50492.0,-42018.0,-4695.0,-5347.0,-7407.0,-47325.0
應收票據（增加）減少,5553.0,8085.0,21312.0,23123.0,-2492.0,-5904.0,-5401.0,-27676.0,-854.0,129556.0,137571.0,151674.0,-1724.0,-1537.0,7221.0,2723.0
應收票據－關係人（增加）減少,,,,,,,,,-12795.0,-142738.0,-113695.0,-154589.0,2694.0,1466.0,2942.0,17335.0
投資活動之淨現金流入（流出）,-123844.0,-229309.0,-381826.0,-1046111.0,-420307.0,-920308.0,-1089161.0,-1236284.0,-1288761.0,-1351870.0,-1380418.0,-1455608.0,-152275.0,-367361.0,-563373.0,-755401.0
折舊費用,83887.0,170343.0,254980.0,338632.0,85944.0,175177.0,263731.0,353329.0,97174.0,196359.0,294839.0,389230.0,95141.0,192056.0,293295.0,397752.0
採用權益法認列之關聯企業及合資損失（利益）之份額,,,,,,,,,,,,,586.0,725.0,2180.0,2517.0
攤銷費用,509.0,,,,,,,,,,,,,,,
支付之利息,-16772.0,-30785.0,-43813.0,-45725.0,-3663.0,-11087.0,-23503.0,-24459.0,-8866.0,-24021.0,-40190.0,-55709.0,-12747.0,-22983.0,-34950.0,-46488.0
收取之利息,922.0,2538.0,2713.0,3761.0,287.0,916.0,1079.0,1653.0,489.0,1692.0,1862.0,3025.0,248.0,2094.0,2702.0,3211.0
收益費損項目合計,,,,,,,,,120376.0,261386.0,392663.0,512639.0,113313.0,225966.0,350889.0,480489.0
期初現金及約當現金餘額,1042206.0,1042206.0,1042206.0,1042206.0,704620.0,704620.0,704620.0,704620.0,558333.0,558333.0,558333.0,558333.0,1257833.0,1257833.0,1257833.0,1257833.0
期末現金及約當現金餘額,992565.0,968325.0,1374950.0,704620.0,770105.0,623324.0,557917.0,558333.0,755270.0,719628.0,696393.0,1257833.0,1120373.0,1038749.0,861631.0,1163322.0
本期現金及約當現金增加（減少）數,-49641.0,-73881.0,332744.0,-337586.0,65485.0,-81296.0,-146703.0,-146287.0,196937.0,161295.0,138060.0,699500.0,-137460.0,-219084.0,-396202.0,-94511.0
本期稅前淨利（淨損）,8496.0,117910.0,270447.0,377486.0,45672.0,141613.0,185924.0,324408.0,-62289.0,63366.0,157573.0,282868.0,17389.0,53070.0,77257.0,227734.0
營業活動之淨現金流入（流出）,345745.0,465686.0,476516.0,869311.0,151097.0,194380.0,346210.0,634233.0,-44354.0,83775.0,364301.0,504900.0,159378.0,382369.0,496929.0,1137168.0
營運產生之現金流入（流出）,362382.0,544990.0,614458.0,1008210.0,154267.0,244014.0,443495.0,731984.0,-35941.0,129715.0,464236.0,620109.0,171986.0,451402.0,612802.0,1264366.0
現金增資,,,800000.0,800000.0,0.0,,0.0,0.0,,,,529200.0,,,,0.0
發放現金股利,,,-360000.0,-360000.0,0.0,,-260000.0,-260000.0,,,-260692.0,-260692.0,,,-279964.0,-279964.0
發行公司債,,,1000000.0,1000000.0,0.0,,0.0,0.0,,,,1000000.0,,,,0.0
短期借款增加,,,0.0,0.0,,6061.0,126547.0,2065114.0,1579692.0,2568036.0,3681812.0,4063842.0,275147.0,1254198.0,1849730.0,2278956.0
短期借款減少,-253717.0,-520372.0,-341522.0,-249704.0,-34226.0,0.0,0.0,-2138468.0,-447264.0,-1522509.0,-3029179.0,-4444714.0,-132073.0,-1078559.0,-1669766.0,-2119059.0
籌資活動之淨現金流入（流出）,-272165.0,-316085.0,233909.0,-167891.0,335049.0,649750.0,593015.0,449119.0,1531934.0,1432043.0,1152097.0,1645253.0,-142025.0,-227553.0,-319069.0,-464164.0
繼續營業單位稅前淨利（淨損）,8496.0,117910.0,270447.0,377486.0,45672.0,141613.0,185924.0,324408.0,-62289.0,63366.0,157573.0,282868.0,17389.0,53070.0,77257.0,227734.0
股份基礎給付酬勞成本,8862.0,17725.0,33327.0,39249.0,7175.0,14350.0,21525.0,28534.0,4187.0,8375.0,12563.0,20403.0,2405.0,4810.0,7214.0,4937.0
與營業活動相關之負債之淨變動合計,-30122.0,171373.0,-55273.0,40361.0,-52036.0,-43235.0,-94935.0,638.0,-30403.0,-2940.0,73586.0,36541.0,-39376.0,-40799.0,-4883.0,248463.0
與營業活動相關之資產之淨變動合計,274238.0,39518.0,70695.0,156451.0,58601.0,-59391.0,33924.0,-24409.0,-63625.0,-192097.0,-159586.0,-211939.0,80660.0,213165.0,189539.0,307680.0
與營業活動相關之資產及負債之淨變動合計,244116.0,210891.0,15422.0,196812.0,6565.0,-102626.0,-61011.0,-23771.0,-94028.0,-195037.0,-86000.0,-175398.0,41284.0,172366.0,184656.0,556143.0
舉借長期借款,130777.0,504734.0,388818.0,425888.0,390000.0,676671.0,762693.0,836111.0,0.0,42474.0,1529023.0,1782800.0,,0.0,230941.0,379641.0
處分不動產、廠房及設備,0.0,0.0,0.0,0.0,0.0,,1000.0,1000.0,,48.0,48.0,48.0,,0.0,0.0,0.0
處分備供出售金融資產,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,
處分及報廢不動產、廠房及設備損失（利益）,0.0,0.0,0.0,0.0,0.0,,-1000.0,3126.0,304.0,304.0,304.0,304.0,0.0,0.0,0.0,21.0
調整項目合計,353886.0,427080.0,344011.0,630724.0,108595.0,102401.0,257571.0,407576.0,26348.0,66349.0,306663.0,337241.0,154597.0,398332.0,535545.0,1036632.0
負債準備增加（減少）,13122.0,11719.0,12350.0,14309.0,-1252.0,-1015.0,-3132.0,6376.0,-2857.0,8486.0,7528.0,4122.0,-3935.0,-12489.0,-12414.0,-13548.0
資產負債表帳列之現金及約當現金,992565.0,968325.0,1374950.0,704620.0,770105.0,623324.0,557917.0,558333.0,755270.0,719628.0,696393.0,1257833.0,1120373.0,1038749.0,861631.0,1163322.0
退還（支付）之所得稅,-787.0,-51057.0,-96842.0,-96935.0,206.0,-39463.0,-74861.0,-74945.0,-36.0,-23611.0,-61607.0,-62525.0,-109.0,-48144.0,-83625.0,-83921.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,,,-3800.0,1200.0,-800.0,-4800.0,1200.0,1000.0,2800.0,18100.0,33020.0,31219.0,800.0,1100.0,3000.0,8200.0
非控制權益變動,,0.0,0.0,0.0,0.0,,0.0,0.0,405000.0,405000.0,405000.0,405000.0,0.0,0.0,0.0,-404544.0
非金融資產減損損失,,,,3305.0,0.0,,,0.0,,,,,,,,
預付款項（增加）減少,6774.0,-6570.0,8664.0,21763.0,5267.0,1689.0,24256.0,37044.0,-35382.0,-11184.0,-25635.0,-25656.0,-212418.0,6255.0,-9204.0,6541.0
