,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y,金額_x,%_x,金額_y,%_y
本期綜合損益總額,300683.0,65.84,147906.0,32.47,197872.0,45.66,831647.0,44.79,8109.0,1.6,116446.0,21.98,11604.0,2.13,349073.0,15.83,85061.0,13.49,9075.0,1.47,175834.0,22.95,198715.0,7.38,1036.0,0.15,-5708.0,-0.69,49922.0,5.96,72411.0,2.21
母公司業主（淨利／損）,127137.0,27.84,112186.0,24.63,104043.0,24.01,355190.0,19.13,134238.0,26.52,126008.0,23.79,77918.0,14.28,416641.0,18.9,114841.0,18.21,79847.0,12.91,66167.0,8.63,285016.0,10.58,75534.0,10.61,55942.0,6.81,71911.0,8.59,249861.0,7.64
母公司業主（綜合損益）,290570.0,63.63,138505.0,30.4,191218.0,44.13,787999.0,42.44,-10515.0,-2.08,117724.0,22.23,-11803.0,-2.16,296518.0,13.45,67990.0,10.78,-7319.0,-1.18,121919.0,15.91,104663.0,3.89,-24706.0,-3.47,-22153.0,-2.7,37225.0,4.45,8081.0,0.25
營業利益（損失）,85611.0,18.75,73404.0,16.11,28218.0,6.51,230886.0,12.43,76928.0,15.2,84646.0,15.98,101499.0,18.6,331656.0,15.04,112325.0,17.81,111867.0,18.09,155024.0,20.23,472693.0,17.55,142855.0,20.06,115197.0,14.02,124118.0,14.83,482832.0,14.77
營業外收入及支出合計,72674.0,15.91,77437.0,17.0,99575.0,22.98,251340.0,13.54,93742.0,18.52,90934.0,17.17,25115.0,4.6,265251.0,12.03,54025.0,8.57,46567.0,7.53,-9595.0,-1.25,77625.0,2.88,-1850.0,-0.26,17016.0,2.07,-2508.0,-0.3,8332.0,0.25
營業成本合計,213341.0,46.72,197194.0,43.29,211595.0,48.83,859172.0,46.27,253414.0,50.06,261829.0,49.43,254611.0,46.65,1082332.0,49.09,316311.0,50.16,305692.0,49.44,356426.0,46.51,1296468.0,48.14,347564.0,48.81,415158.0,50.52,425628.0,50.85,1660098.0,50.77
營業收入合計,456682.0,100.0,455534.0,100.0,433339.0,100.0,1856764.0,100.0,506175.0,100.0,529666.0,100.0,545817.0,100.0,2204967.0,100.0,630571.0,100.0,618289.0,100.0,766275.0,100.0,2693025.0,100.0,712073.0,100.0,821710.0,100.0,837086.0,100.0,3269597.0,100.0
營業毛利（毛損）,243341.0,53.28,258340.0,56.71,221744.0,51.17,997592.0,53.73,252761.0,49.94,267837.0,50.57,291206.0,53.35,1122635.0,50.91,314260.0,49.84,312597.0,50.56,409849.0,53.49,1396557.0,51.86,364509.0,51.19,406552.0,49.48,411458.0,49.15,1609499.0,49.23
營業毛利（毛損）淨額,243341.0,53.28,258340.0,56.71,221744.0,51.17,997592.0,53.73,252761.0,49.94,267837.0,50.57,291206.0,53.35,1122635.0,50.91,314260.0,49.84,312597.0,50.56,409849.0,53.49,1396557.0,51.86,364509.0,51.19,406552.0,49.48,411458.0,49.15,1609499.0,49.23
營業費用合計,157730.0,34.54,184936.0,40.6,193526.0,44.66,766706.0,41.29,175833.0,34.74,183191.0,34.59,189707.0,34.76,790979.0,35.87,201935.0,32.02,200730.0,32.47,254825.0,33.26,923864.0,34.31,221654.0,31.13,291355.0,35.46,287340.0,34.33,1126667.0,34.46
研究發展費用,1020.0,0.22,2298.0,0.5,1305.0,0.3,22106.0,1.19,1086.0,0.21,1016.0,0.19,3391.0,0.62,21898.0,0.99,206.0,0.03,2521.0,0.41,6076.0,0.79,12113.0,0.45,9478.0,1.33,29123.0,3.54,16013.0,1.91,60522.0,1.85
稀釋每股盈餘,1.9,,1.59,,1.47,,5.01,,1.71,,1.61,,0.98,,5.28,,1.45,,1.01,,0.85,,3.67,,0.98,,0.72,,0.94,,3.24,
稅前淨利（淨損）,158285.0,34.66,150841.0,33.11,127793.0,29.49,482226.0,25.97,170670.0,33.72,175580.0,33.15,126614.0,23.2,596907.0,27.07,166350.0,26.38,158434.0,25.62,145429.0,18.98,550318.0,20.43,141005.0,19.8,132213.0,16.09,121610.0,14.53,491164.0,15.02
管理費用,43896.0,9.61,47161.0,10.35,53822.0,12.42,213488.0,11.5,50966.0,10.07,60074.0,11.34,51054.0,9.35,243690.0,11.05,63595.0,10.09,61354.0,9.92,63336.0,8.27,256664.0,9.53,61633.0,8.66,64801.0,7.89,68037.0,8.13,260781.0,7.98
繼續營業單位本期淨利（淨損）,134564.0,29.47,119601.0,26.26,113506.0,26.19,392504.0,21.14,147670.0,29.17,139758.0,26.39,94922.0,17.39,482353.0,21.88,136555.0,21.66,102127.0,16.52,102100.0,13.32,387683.0,14.4,103640.0,14.55,85004.0,10.34,90248.0,10.78,339010.0,10.37
財務成本淨額,3740.0,0.82,3767.0,0.83,4330.0,1.0,16762.0,0.9,5187.0,1.02,5044.0,0.95,5280.0,0.97,19864.0,0.9,4015.0,0.64,5463.0,0.88,4655.0,0.61,20695.0,0.77,4359.0,0.61,5098.0,0.62,5069.0,0.61,22705.0,0.69
銷貨收入淨額,456682.0,100.0,455534.0,100.0,433339.0,100.0,1856764.0,100.0,506175.0,100.0,529666.0,100.0,545817.0,100.0,2204967.0,100.0,630571.0,100.0,618289.0,100.0,766275.0,100.0,2693025.0,100.0,712073.0,100.0,821710.0,100.0,837086.0,100.0,3269597.0,100.0
非控制權益（淨利／損）,7427.0,1.63,7415.0,1.63,9463.0,2.18,37314.0,2.01,13432.0,2.65,13750.0,2.6,17004.0,3.12,65712.0,2.98,21714.0,3.44,22280.0,3.6,35933.0,4.69,102667.0,3.81,28106.0,3.95,29062.0,3.54,18337.0,2.19,89149.0,2.73
非控制權益（綜合損益）,10113.0,2.21,9401.0,2.06,6654.0,1.54,43648.0,2.35,18624.0,3.68,-1278.0,-0.24,23407.0,4.29,52555.0,2.38,17071.0,2.71,16394.0,2.65,53915.0,7.04,94052.0,3.49,25742.0,3.62,16445.0,2.0,12697.0,1.52,64330.0,1.97
