,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y,金額_x,金額_y
應付帳款－關係人增加（減少）,-1629.0,-5656.0,-3903.0,-1032.0,-4779.0,7050.0,-1912.0,9493.0,-8254.0,-12327.0,-5199.0,16297.0,2456.0,21569.0,-3863.0,-26637.0
應付票據增加（減少）,27177.0,-14165.0,15107.0,16675.0,76893.0,358101.0,396352.0,292412.0,111997.0,-81075.0,22748.0,213090.0,13167.0,-186749.0,-29349.0,-24875.0
應付租賃款減少,-2079.0,-3449.0,-2663.0,-1139.0,-673.0,1811.0,326.0,1168.0,-695.0,-1348.0,-2880.0,-3852.0,-850.0,-444.0,-1446.0,-1295.0
應收帳款（增加）減少,207590.0,928625.0,565289.0,-257110.0,204084.0,470259.0,471215.0,-370415.0,302219.0,620405.0,537004.0,25488.0,-659482.0,-312770.0,179312.0,-49506.0
應收帳款－關係人（增加）減少,,,,,,,,-154.0,161.0,159.0,159.0,161.0,0.0,0.0,-43186.0,-322386.0
應收票據（增加）減少,-55306.0,15217.0,-32154.0,-67616.0,-39887.0,35786.0,43830.0,-15366.0,-48255.0,27323.0,27262.0,6618.0,-18736.0,40296.0,38113.0,-22978.0
投資活動之淨現金流入（流出）,-139884.0,-539449.0,-475610.0,-924495.0,-33486.0,-421400.0,-1736946.0,-1609917.0,-282732.0,-529317.0,-100693.0,-105282.0,-551291.0,-797706.0,-1044111.0,-1444974.0
折舊費用,18866.0,38200.0,57683.0,76882.0,18884.0,40086.0,61937.0,84942.0,23873.0,47291.0,71460.0,108020.0,35438.0,70786.0,104645.0,136515.0
持有供交易之金融資產（增加）減少,,-5928.0,29092.0,127456.0,-4438.0,-1933.0,-52219.0,-5629.0,-539.0,681.0,684.0,673.0,0.0,0.0,0.0,0.0
攤銷費用,16479.0,40582.0,59670.0,71575.0,22746.0,47176.0,71006.0,100379.0,31012.0,61381.0,93415.0,127628.0,36564.0,74703.0,114080.0,156427.0
支付之利息,-44688.0,-99475.0,-167083.0,-210043.0,-47275.0,-115934.0,-164463.0,-233283.0,-66314.0,-130110.0,-243344.0,-329226.0,-87753.0,-159829.0,-257604.0,-355831.0
支付之股利,-165.0,,,,0.0,,,,,,,,,,,
收取之利息,3686.0,39341.0,34700.0,43789.0,10188.0,16652.0,21948.0,63490.0,31104.0,48185.0,108750.0,131983.0,9551.0,34016.0,67399.0,113035.0
收益費損項目合計,,,,,,,,,147115.0,287270.0,486650.0,737281.0,240714.0,435874.0,622705.0,795682.0
期初現金及約當現金餘額,1242197.0,1242197.0,1242197.0,1242197.0,1177689.0,1177689.0,1177689.0,1177689.0,3316934.0,3316934.0,3316934.0,3316934.0,2283608.0,2283608.0,2283608.0,2283608.0
期末現金及約當現金餘額,1517824.0,1778950.0,2164318.0,1177689.0,1809129.0,1668993.0,1659343.0,3316934.0,2817351.0,2852517.0,2359237.0,2283608.0,2166079.0,2101730.0,2390291.0,3661827.0
本期現金及約當現金增加（減少）數,275627.0,536753.0,922121.0,-64508.0,631440.0,491304.0,481654.0,2139245.0,-499583.0,-464417.0,-957697.0,-1033326.0,-117529.0,-181878.0,106683.0,1378219.0
本期稅前淨利（淨損）,-58457.0,-91517.0,115776.0,422156.0,155862.0,380642.0,312269.0,601112.0,-366495.0,-247657.0,-537306.0,-108308.0,428720.0,663836.0,561791.0,869510.0
營業活動之淨現金流入（流出）,-353495.0,-368810.0,-196253.0,-262872.0,440449.0,1023458.0,951284.0,471453.0,-178739.0,349098.0,407065.0,839637.0,-423135.0,388367.0,933602.0,1375714.0
營運產生之現金流入（流出）,-285036.0,-295241.0,23907.0,68778.0,524522.0,1226790.0,1291858.0,954025.0,-94564.0,473557.0,616843.0,1217033.0,-320897.0,556442.0,1227886.0,1708321.0
現金增資,,648879.0,648879.0,648879.0,,0.0,0.0,0.0,543134.0,543134.0,543134.0,543134.0,0.0,0.0,0.0,0.0
發放現金股利,,,,-144790.0,,,,-76619.0,-175.0,-174.0,-174.0,-103150.0,0.0,0.0,0.0,0.0
發行公司債,,400000.0,390199.0,323918.0,,0.0,0.0,0.0,,,,,,,,789880.0
短期借款增加,737213.0,412248.0,553622.0,354584.0,293056.0,26809.0,1409515.0,427353.0,-446208.0,-312239.0,-1346473.0,-1528966.0,834117.0,435737.0,541371.0,48645.0
籌資活動之淨現金流入（流出）,725239.0,1446431.0,1572800.0,1099182.0,287360.0,-26465.0,1349901.0,3234610.0,94805.0,-123268.0,-1156925.0,-1551810.0,837666.0,223446.0,332480.0,1618640.0
繼續營業單位稅前淨利（淨損）,-58457.0,-91517.0,115776.0,422156.0,155862.0,380642.0,312269.0,601112.0,-366495.0,-247657.0,-537306.0,-108308.0,428720.0,663836.0,561791.0,869510.0
股份基礎給付酬勞成本,,1471.0,1471.0,2118.0,8321.0,16735.0,25241.0,33747.0,23985.0,39454.0,55092.0,70731.0,9521.0,19042.0,28667.0,34582.0
與營業活動相關之負債之淨變動合計,23912.0,-392341.0,-66612.0,58504.0,558745.0,804831.0,899734.0,542214.0,226879.0,91113.0,444584.0,242991.0,31575.0,-242124.0,-405868.0,-262589.0
與營業活動相關之資產之淨變動合計,-341222.0,-1268.0,-296724.0,-807350.0,-340418.0,-347373.0,-357661.0,-718562.0,-102063.0,342831.0,222915.0,345069.0,-1021906.0,-301144.0,449258.0,305718.0
與營業活動相關之資產及負債之淨變動合計,-317310.0,-393609.0,-363336.0,-748846.0,218327.0,457458.0,542073.0,-176348.0,124816.0,433944.0,667499.0,588060.0,-990331.0,-543268.0,43390.0,43129.0
舉借長期借款,,0.0,0.0,,,,,,,,,0.0,,,,799488.0
處分不動產、廠房及設備,192.0,2469.0,3286.0,9843.0,10.0,432.0,2104.0,3628.0,854.0,1098.0,1982.0,10599.0,0.0,394.0,747.0,1557.0
處分及報廢不動產、廠房及設備損失（利益）,10.0,129.0,1941.0,384.0,234.0,20.0,3775.0,4422.0,1138.0,1764.0,7447.0,7910.0,30.0,579.0,1140.0,1380.0
處分無形資產,,,,0.0,,715.0,738.0,,,0.0,0.0,,,,,
處分無形資產損失（利益）,,1424.0,1447.0,2065.0,,0.0,0.0,0.0,,,,16196.0,,1770.0,4195.0,4455.0
調整項目合計,-226579.0,-203724.0,-91869.0,-353378.0,368660.0,846148.0,979589.0,352913.0,271931.0,721214.0,1154149.0,1325341.0,-749617.0,-107394.0,666095.0,838811.0
負債準備增加（減少）,4417.0,-128399.0,-128986.0,-720.0,,0.0,0.0,899.0,,,,922.0,,,,0.0
買回應付公司債損失（利益）,,,,,,,,,,15018.0,15018.0,15018.0,,0.0,0.0,1000.0
資產負債表帳列之現金及約當現金,1517824.0,1778950.0,2164318.0,1177689.0,1809129.0,1668993.0,1659343.0,3316934.0,2817351.0,2852517.0,2359237.0,2283608.0,2166079.0,2101730.0,2390291.0,3661827.0
退還（支付）之所得稅,-27292.0,-13435.0,-87777.0,-165396.0,-46986.0,-104050.0,-198059.0,-312779.0,-48965.0,-42534.0,-75184.0,-180153.0,-24036.0,-42262.0,-104079.0,-89811.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,3379.0,-5458.0,-34846.0,-35212.0,-9552.0,-13187.0,-18942.0,-10113.0,-29750.0,-26809.0,-26937.0,-27363.0,1071.0,531.0,356.0,-68506.0
非金融資產減損損失,1429.0,,,,,89717.0,79229.0,0.0,,510.0,-15694.0,,,12098.0,9383.0,
非金融資產減損迴轉利益,0.0,21340.0,23818.0,66927.0,36031.0,,,24453.0,27080.0,,,-12302.0,3217.0,,,-4603.0
預付投資款增加,,,,,,,,,-104080.0,-102766.0,-103272.0,0.0,0.0,0.0,0.0,
預付款項（增加）減少,-34496.0,758.0,-107177.0,-200144.0,72621.0,123323.0,140644.0,169848.0,-125652.0,-43919.0,-21934.0,120445.0,-59838.0,-51032.0,-110231.0,-16204.0
預付設備款增加,,,,-4189.0,-3297.0,-23100.0,-23081.0,-38794.0,-8138.0,-21825.0,-37850.0,-40733.0,-7141.0,-19698.0,-24735.0,-31127.0
預收款項增加（減少）,-84760.0,-85806.0,37672.0,129554.0,-33466.0,-119609.0,-121253.0,-175724.0,6494.0,12983.0,106.0,-7295.0,39021.0,-11570.0,-12708.0,36697.0
