,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,233515.0,18.62,331903.0,24.98,414941.0,30.88,1334288.0,24.87,666867.0,53.56,462665.0,34.71,429926.0,32.18,1718864.0,32.42,281506.0,22.45,714942.0,54.64,327242.0,23.96,1416016.0,26.7,341488.0,26.06,589960.0,44.31,714188.0,54.66,2154248.0,41.24
母公司業主（綜合損益）,573814.0,45.76,-1011198.0,-76.11,1286098.0,95.7,1960641.0,36.55,909474.0,73.05,477955.0,35.86,-471011.0,-35.26,1659861.0,31.3,-178127.0,-14.21,1657881.0,126.7,-2009174.0,-147.11,-321298.0,-6.06,483150.0,36.87,641774.0,48.2,1725067.0,132.03,2912345.0,55.76
營業利益（損失）,38041.0,3.03,39971.0,3.01,55851.0,4.16,241573.0,4.5,51803.0,4.16,49836.0,3.74,41652.0,3.12,254584.0,4.8,52351.0,4.18,44119.0,3.37,83945.0,6.15,302578.0,5.7,147088.0,11.22,149027.0,11.19,169510.0,12.97,635820.0,12.17
營業外收入及支出合計,194172.0,15.48,349795.0,26.33,359054.0,26.72,1134543.0,21.15,625295.0,50.22,458001.0,34.36,386402.0,28.93,1513635.0,28.55,236479.0,18.86,688509.0,52.62,246646.0,18.06,1110860.0,20.94,199921.0,15.25,448093.0,33.66,614667.0,47.04,1595864.0,30.55
營業成本合計,1121907.0,89.47,1200058.0,90.32,1195326.0,88.94,4754103.0,88.63,1090896.0,87.62,1180628.0,88.57,1168562.0,87.48,4631248.0,87.34,1097685.0,87.55,1147402.0,87.69,1153544.0,84.46,4518461.0,85.19,1031034.0,78.67,1046141.0,78.58,994135.0,76.09,4031401.0,77.18
營業收入合計,1254001.0,100.0,1328638.0,100.0,1343924.0,100.0,5364070.0,100.0,1245028.0,100.0,1332916.0,100.0,1335809.0,100.0,5302422.0,100.0,1253789.0,100.0,1308460.0,100.0,1365761.0,100.0,5304291.0,100.0,1310566.0,100.0,1331347.0,100.0,1306600.0,100.0,5223429.0,100.0
營業毛利（毛損）,132094.0,10.53,128580.0,9.68,148598.0,11.06,609967.0,11.37,154132.0,12.38,152288.0,11.43,167247.0,12.52,671174.0,12.66,156104.0,12.45,161058.0,12.31,212217.0,15.54,785830.0,14.81,279532.0,21.33,285206.0,21.42,312465.0,23.91,1192028.0,22.82
營業毛利（毛損）淨額,132094.0,10.53,128580.0,9.68,148598.0,11.06,609967.0,11.37,154132.0,12.38,152288.0,11.43,167247.0,12.52,671174.0,12.66,156104.0,12.45,161058.0,12.31,212217.0,15.54,785830.0,14.81,279532.0,21.33,285206.0,21.42,312465.0,23.91,1192028.0,22.82
營業費用合計,94053.0,7.5,88609.0,6.67,92747.0,6.9,368394.0,6.87,102329.0,8.22,102452.0,7.69,125595.0,9.4,416590.0,7.86,103753.0,8.28,116939.0,8.94,128272.0,9.39,483252.0,9.11,132444.0,10.11,136179.0,10.23,142955.0,10.94,556208.0,10.65
研究發展費用,5373.0,0.43,5581.0,0.42,5987.0,0.45,23168.0,0.43,6843.0,0.55,6721.0,0.5,5851.0,0.44,25478.0,0.48,6835.0,0.55,6360.0,0.49,6846.0,0.5,26853.0,0.51,7132.0,0.54,9204.0,0.69,9560.0,0.73,36021.0,0.69
確定福利計畫之再衡量數,,,,,,,117.0,0.0,,,,,,,-481.0,-0.01,,,,,,,-9700.0,-0.18,,,,,,,-7972.0,-0.15
稀釋每股盈餘,0.27,,0.39,,0.49,,1.56,,0.78,,0.54,,0.5,,2.01,,0.33,,0.84,,0.37,,1.59,,0.38,,0.66,,0.78,,2.36,
稅前淨利（淨損）,232213.0,18.52,389766.0,29.34,414905.0,30.87,1376116.0,25.65,677098.0,54.38,507837.0,38.1,428054.0,32.04,1768219.0,33.35,288830.0,23.04,732628.0,55.99,330591.0,24.21,1413438.0,26.65,347009.0,26.48,597120.0,44.85,784177.0,60.02,2231684.0,42.72
管理費用,39937.0,3.18,35251.0,2.65,37772.0,2.81,143749.0,2.68,44271.0,3.56,40986.0,3.07,68003.0,5.09,177336.0,3.34,39249.0,3.13,38411.0,2.94,38081.0,2.79,156839.0,2.96,41384.0,3.16,41438.0,3.11,43368.0,3.32,170210.0,3.26
繼續營業單位本期淨利（淨損）,229649.0,18.31,328651.0,24.74,409823.0,30.49,1322356.0,24.65,660832.0,53.08,457100.0,34.29,417568.0,31.26,1688479.0,31.84,282478.0,22.53,715225.0,54.66,323255.0,23.67,1407994.0,26.54,339308.0,25.89,583507.0,43.83,712559.0,54.54,2141358.0,41.0
與其他綜合損益組成部分相關之所得稅,,,,,,,12397.0,0.23,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,
財務成本淨額,12544.0,1.0,12374.0,0.93,13856.0,1.03,51422.0,0.96,12025.0,0.97,11708.0,0.88,12068.0,0.9,46854.0,0.88,10072.0,0.8,10544.0,0.81,10469.0,0.77,41506.0,0.78,9312.0,0.71,9001.0,0.68,8741.0,0.67,36655.0,0.7
銷貨收入淨額,1190794.0,94.96,1254209.0,94.4,1273669.0,94.77,5084451.0,94.79,1176751.0,94.52,1257826.0,94.37,1263665.0,94.6,5014097.0,94.56,1174720.0,93.69,1223854.0,93.53,1283581.0,93.98,4975509.0,93.8,1228718.0,93.75,1244160.0,93.45,1224693.0,93.73,4889714.0,93.61
非控制權益（淨利／損）,-3866.0,-0.31,-3252.0,-0.24,-5118.0,-0.38,-11932.0,-0.22,-6035.0,-0.48,-5565.0,-0.42,-12358.0,-0.93,-30385.0,-0.57,972.0,0.08,283.0,0.02,-3987.0,-0.29,-8022.0,-0.15,-2180.0,-0.17,-6453.0,-0.48,-1629.0,-0.12,-12890.0,-0.25
非控制權益（綜合損益）,-1094.0,-0.09,-1825.0,-0.14,-6086.0,-0.45,-11134.0,-0.21,-6323.0,-0.51,-6938.0,-0.52,-10669.0,-0.8,-28491.0,-0.54,439.0,0.04,-531.0,-0.04,-1648.0,-0.12,-9278.0,-0.17,-2438.0,-0.19,-8064.0,-0.61,-3502.0,-0.27,-17645.0,-0.34
