,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
應收帳款（增加）減少,61848.0,-28450.0,1890.0,-22204.0,50597.0,-9650.0,-5026.0,-7116.0,13492.0,23414.0,-39946.0,1785.0,75704.0,67200.0,16666.0,86962.0
應收票據（增加）減少,-23515.0,-9330.0,37464.0,46294.0,33169.0,47658.0,48511.0,638.0,16740.0,-31156.0,-47836.0,-31703.0,12661.0,20984.0,56592.0,-30628.0
應計退休金負債增加（減少）,703.0,1422.0,-3334.0,-2715.0,793.0,-807.0,-2004.0,-1200.0,,,,,,,,
投資活動之淨現金流入（流出）,-43997.0,-317614.0,-300077.0,-531748.0,-22501.0,-68902.0,-65747.0,-103184.0,-56049.0,-128350.0,-574248.0,-799265.0,-346680.0,-763392.0,-805605.0,-925371.0
折舊費用,49023.0,97637.0,146739.0,164960.0,49730.0,97291.0,142992.0,167136.0,48552.0,99134.0,151402.0,186373.0,53044.0,105879.0,158638.0,195925.0
攤銷費用,1293.0,1837.0,2492.0,3260.0,1225.0,2113.0,3089.0,4169.0,1709.0,3801.0,5363.0,6984.0,1890.0,3462.0,5447.0,7764.0
支付之利息,-12252.0,-25411.0,-39182.0,-47581.0,-11755.0,-24008.0,-35488.0,-48159.0,-9999.0,-20579.0,-31310.0,-42694.0,-9259.0,-17742.0,-26567.0,-36078.0
收取之利息,5587.0,8253.0,11235.0,14518.0,1998.0,3961.0,5316.0,12186.0,2148.0,4370.0,5745.0,7916.0,849.0,2183.0,4636.0,6376.0
收益費損項目合計,,,,,,,,,-187535.0,-826746.0,311206.0,404930.0,-139135.0,-537180.0,-868117.0,-64466.0
期初現金及約當現金餘額,1235807.0,1235807.0,1235807.0,1235807.0,1076454.0,1076454.0,1076454.0,1076454.0,830963.0,830963.0,830963.0,830963.0,604099.0,604099.0,604099.0,604099.0
期末現金及約當現金餘額,1401586.0,1239851.0,1159202.0,1076454.0,864891.0,757335.0,881296.0,830963.0,873128.0,814717.0,682716.0,604099.0,745611.0,1028420.0,883942.0,775433.0
本期現金及約當現金增加（減少）數,165779.0,4044.0,-76605.0,-159353.0,-211563.0,-319119.0,-195158.0,-245491.0,42165.0,-16246.0,-148247.0,-226864.0,141512.0,424321.0,279843.0,171334.0
本期稅前淨利（淨損）,232213.0,621979.0,1036884.0,1376116.0,677098.0,1184935.0,1612989.0,1768219.0,288830.0,1021458.0,1352049.0,1413438.0,347009.0,944129.0,1728306.0,2231684.0
淨確定福利負債增加(減少),,,,,,,,,-896.0,-191.0,516.0,1215.0,-71724.0,-71029.0,-70323.0,-69617.0
營業活動之淨現金流入（流出）,125577.0,62808.0,926459.0,1156181.0,17292.0,-149821.0,1185377.0,1432055.0,102193.0,-204238.0,1321920.0,1662725.0,363743.0,761990.0,914224.0,2381299.0
營運產生之現金流入（流出）,132260.0,161923.0,1054641.0,1290380.0,27093.0,-85964.0,1259395.0,1512536.0,110109.0,-114499.0,1439905.0,1790443.0,372166.0,778018.0,937180.0,2412497.0
發放現金股利,,,-852428.0,-852428.0,,,-854291.0,-854291.0,,,-1196354.0,-1196354.0,,,-1066464.0,-1066463.0
短期借款增加,357376.0,923770.0,1011127.0,433758.0,0.0,0.0,0.0,-970216.0,300000.0,974303.0,1099360.0,393652.0,0.0,533439.0,1403243.0,0.0
籌資活動之淨現金流入（流出）,63966.0,233463.0,-724029.0,-800105.0,-207238.0,-95738.0,-1320264.0,-1595103.0,-1895.0,322163.0,-897890.0,-1103615.0,100035.0,434845.0,186152.0,-1282508.0
繼續營業單位稅前淨利（淨損）,232213.0,621979.0,1036884.0,1376116.0,677098.0,1184935.0,1612989.0,1768219.0,288830.0,1021458.0,1352049.0,1413438.0,347009.0,944129.0,1728306.0,2231684.0
與營業活動相關之負債之淨變動合計,-38266.0,-85047.0,-63579.0,-16481.0,-77412.0,19684.0,-16755.0,-35889.0,-47652.0,201144.0,24252.0,25634.0,-73664.0,-39629.0,-30695.0,15268.0
與營業活動相關之資產之淨變動合計,74184.0,57956.0,77407.0,48777.0,-4074.0,-317710.0,-167262.0,-46171.0,56466.0,-510355.0,-247602.0,-53559.0,237956.0,410698.0,107686.0,230011.0
與營業活動相關之資產及負債之淨變動合計,35918.0,-27091.0,13828.0,32296.0,-81486.0,-298026.0,-184017.0,-82060.0,8814.0,-309211.0,-223350.0,-27925.0,164292.0,371069.0,76991.0,245279.0
處分不動產、廠房及設備,10626.0,18364.0,18727.0,16862.0,409.0,409.0,488.0,6384.0,0.0,1004.0,1331.0,1382.0,,0.0,14.0,776.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,-7205.0,-7275.0,-6965.0,59.0,58.0,431.0,18550.0,1.0,-594.0,-587.0,1003.0,3003.0,10552.0,10221.0,10784.0
處分投資損失（利益）,0.0,62.0,-1973.0,-2035.0,,-6295.0,-6282.0,-5991.0,,0.0,0.0,-1567.0,,,,0.0
調整項目合計,-99953.0,-460056.0,17757.0,-85736.0,-650005.0,-1270899.0,-353594.0,-255683.0,-178721.0,-1135957.0,87856.0,377005.0,25157.0,-166111.0,-791126.0,180813.0
資產負債表帳列之現金及約當現金,1401586.0,1239851.0,1159202.0,1076454.0,864891.0,757335.0,881296.0,830963.0,873128.0,814717.0,682716.0,604099.0,745611.0,1028420.0,883942.0,775433.0
退還（支付）之所得稅,-18.0,-81957.0,-100235.0,-101136.0,-44.0,-43810.0,-43846.0,-44508.0,-65.0,-73530.0,-92420.0,-92940.0,-13.0,-469.0,-1025.0,-1496.0
