,金額_x,金額_y,金額_x.1,金額_y.1,金額_x.2,金額_y.2,金額_x.3,金額_y.3,金額_x.4,金額_y.4,金額_x.5,金額_y.5,金額_x.6,金額_y.6,金額_x.7,金額_y.7
短期借款增加,-44169.0,294994.0,1007992.0,540612.0,-390412.0,-9743.0,2951.0,30009.0,-43909.0,130759.0,-54919.0,532425.0,-772685.0,-612506.0,477061.0,-287375.0
籌資活動之淨現金流入（流出）,-35663.0,336633.0,-64223.0,-515398.0,-383452.0,-7418.0,-1049335.0,-986139.0,-61410.0,125894.0,-1275620.0,-656535.0,-754866.0,-591640.0,-787728.0,-1547810.0
繼續營業單位稅前淨利（淨損）,842243.0,1254980.0,1749488.0,2248277.0,656178.0,1055799.0,1900208.0,2570025.0,1214732.0,1616593.0,2675589.0,3398551.0,1108779.0,1622145.0,2397667.0,3279805.0
與營業活動相關之負債之淨變動合計,-560973.0,-619310.0,68108.0,514126.0,-680865.0,-353626.0,-86255.0,566937.0,-715764.0,-881830.0,340233.0,348009.0,-634151.0,-829090.0,392034.0,891195.0
與營業活動相關之資產之淨變動合計,957364.0,501340.0,-797097.0,-852489.0,1111065.0,668998.0,201283.0,-1021239.0,676188.0,757755.0,-453845.0,-844992.0,342612.0,872599.0,-236888.0,-1757722.0
與營業活動相關之資產及負債之淨變動合計,396391.0,-117970.0,-728989.0,-338363.0,430200.0,315372.0,115028.0,-454302.0,-39576.0,-124075.0,-113612.0,-496983.0,-291539.0,43509.0,155146.0,-866527.0
處分不動產、廠房及設備,698.0,1022.0,1356.0,3255.0,2472.0,4150.0,5272.0,20344.0,152.0,158.0,1076.0,1076.0,0.0,4955.0,4982.0,4870.0
處分及報廢不動產、廠房及設備損失（利益）,4.0,111.0,45.0,477.0,302.0,610.0,572.0,2141.0,1336.0,1471.0,6568.0,7717.0,239.0,684.0,692.0,1105.0
處分投資損失（利益）,-3777.0,-16304.0,-16936.0,-18958.0,409.0,-6581.0,-7707.0,-8212.0,4154.0,141.0,-345.0,-4790.0,-97.0,-200.0,-17273.0,-17311.0
調整項目合計,379883.0,-82453.0,-636082.0,-190239.0,522816.0,483383.0,362351.0,-111098.0,54622.0,47012.0,140986.0,-155497.0,-195282.0,240006.0,439162.0,-481745.0
資產負債表帳列之現金及約當現金,1900246.0,1810116.0,999673.0,1359032.0,1999282.0,2257300.0,1778229.0,1991558.0,3034689.0,2358627.0,2138827.0,2916818.0,2574565.0,3281666.0,3598231.0,2167550.0
退還（支付）之所得稅,-5207.0,-262660.0,-503658.0,-502132.0,-522.0,-167135.0,-362832.0,-366246.0,-33086.0,-350491.0,-547049.0,-593660.0,-12316.0,-341156.0,-564971.0,-561843.0
預付款項（增加）減少,337770.0,59319.0,-493691.0,-4319.0,349432.0,121467.0,-113803.0,-371088.0,236417.0,-93632.0,-560556.0,-837566.0,478015.0,399448.0,300910.0,161716.0
