,金額_x,%_x,金額_y,%_y,金額_x.1,%_x.1,金額_y.1,%_y.1,金額_x.2,%_x.2,金額_y.2,%_y.2,金額_x.3,%_x.3,金額_y.3,%_y.3,金額_x.4,%_x.4,金額_y.4,%_y.4,金額_x.5,%_x.5,金額_y.5,%_y.5,金額_x.6,%_x.6,金額_y.6,%_y.6,金額_x.7,%_x.7,金額_y.7,%_y.7
母公司業主（淨利／損）,-1762.0,-0.07,18730.0,0.78,56197.0,2.28,-119396.0,-1.31,24000.0,1.14,-21423.0,-0.92,72256.0,2.75,67717.0,0.75,-9803.0,-0.49,-12630.0,-0.66,101487.0,4.37,123750.0,1.54,52973.0,2.91,77592.0,3.83,143345.0,6.22,121361.0,1.5
母公司業主（綜合損益）,10629.0,0.45,17660.0,0.74,48703.0,1.98,-120302.0,-1.32,42850.0,2.04,-23696.0,-1.01,67453.0,2.57,67860.0,0.75,-17434.0,-0.88,-11458.0,-0.6,88754.0,3.82,53673.0,0.67,56055.0,3.08,73370.0,3.62,137573.0,5.97,66574.0,0.82
營業利益（損失）,-8270.0,-0.35,-67724.0,-2.83,-53807.0,-2.18,-349231.0,-3.83,-18805.0,-0.9,-82742.0,-3.54,37568.0,1.43,-101930.0,-1.13,-25419.0,-1.28,-67618.0,-3.54,45235.0,1.95,-102703.0,-1.28,-14325.0,-0.79,25022.0,1.23,100810.0,4.37,150101.0,1.85
營業外收入及支出合計,7646.0,0.32,97868.0,4.09,114996.0,4.67,243693.0,2.67,44921.0,2.14,61431.0,2.63,40178.0,1.53,176677.0,1.96,16164.0,0.82,57847.0,3.03,61324.0,2.64,206985.0,2.58,70242.0,3.86,61729.0,3.05,54901.0,2.38,-1946.0,-0.02
營業成本合計,2090365.0,88.15,2116454.0,88.49,2032975.0,82.55,7967825.0,87.44,1776178.0,84.57,2032867.0,86.95,2178615.0,83.0,7638438.0,84.86,1695365.0,85.53,1613110.0,84.44,1866665.0,80.43,6710735.0,83.69,1528612.0,83.9,1657546.0,81.78,1855195.0,80.44,6683995.0,82.41
營業收入合計,2371390.0,100.0,2391644.0,100.0,2462785.0,100.0,9112164.0,100.0,2100231.0,100.0,2337869.0,100.0,2624740.0,100.0,9001125.0,100.0,1982171.0,100.0,1910399.0,100.0,2320798.0,100.0,8018394.0,100.0,1821955.0,100.0,2026737.0,100.0,2306202.0,100.0,8110827.0,100.0
營業毛利（毛損）,281025.0,11.85,275190.0,11.51,429810.0,17.45,1144339.0,12.56,324053.0,15.43,305002.0,13.05,446125.0,17.0,1362687.0,15.14,286806.0,14.47,297289.0,15.56,454133.0,19.57,1307659.0,16.31,293343.0,16.1,369191.0,18.22,451007.0,19.56,1426832.0,17.59
營業毛利（毛損）淨額,280765.0,11.84,275105.0,11.5,430101.0,17.46,1143913.0,12.55,323356.0,15.4,305499.0,13.07,446543.0,17.01,1362915.0,15.14,286168.0,14.44,297539.0,15.57,454170.0,19.57,1307633.0,16.31,293185.0,16.09,368356.0,18.17,451532.0,19.58,1426208.0,17.58
營業費用合計,289035.0,12.19,342634.0,14.33,484559.0,19.68,1493144.0,16.39,342161.0,16.29,388241.0,16.61,408975.0,15.58,1464845.0,16.27,311587.0,15.72,365157.0,19.11,408935.0,17.62,1410336.0,17.59,307510.0,16.88,343334.0,16.94,350722.0,15.21,1276107.0,15.73
確定福利計畫之再衡量數,,,-1607.0,-0.07,0.0,0.0,-2849.0,-0.03,,,0.0,0.0,0.0,0.0,-2629.0,-0.03,,,,,,,-25040.0,-0.31,,,,,,,-41679.0,-0.51
稀釋每股盈餘,-0.01,,0.05,,0.16,,,,0.07,,0.0,,0.2,,0.2,,0.0,,0.0,,0.3,,0.36,,0.15,,,,0.42,,0.36,
稅前淨利（淨損）,-624.0,-0.03,30144.0,1.26,61189.0,2.48,-105538.0,-1.16,26116.0,1.24,-21311.0,-0.91,77746.0,2.96,74747.0,0.83,-9255.0,-0.47,-9771.0,-0.51,106559.0,4.59,104282.0,1.3,55917.0,3.07,86751.0,4.28,155711.0,6.75,148155.0,1.83
管理費用,75876.0,3.2,73492.0,3.07,94421.0,3.83,335321.0,3.68,101251.0,4.82,79245.0,3.39,82418.0,3.14,359575.0,3.99,83966.0,4.24,100000.0,5.23,97409.0,4.2,385856.0,4.81,100206.0,5.5,96692.0,4.77,96440.0,4.18,363348.0,4.48
繼續營業單位本期淨利（淨損）,-892.0,-0.04,17868.0,0.75,56302.0,2.29,-119327.0,-1.31,24056.0,1.15,-21431.0,-0.92,72290.0,2.75,67839.0,0.75,-9727.0,-0.49,-12600.0,-0.66,101589.0,4.38,123951.0,1.55,53065.0,2.91,77618.0,3.83,143376.0,6.22,121608.0,1.5
與不重分類之項目相關之所得稅,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,0.0,0.0
與其他綜合損益組成部分相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
財務成本淨額,16973.0,0.72,17115.0,0.72,15607.0,0.63,67479.0,0.74,16165.0,0.77,20721.0,0.89,21939.0,0.84,70410.0,0.78,16745.0,0.84,31941.0,1.67,14966.0,0.64,72081.0,0.9,13986.0,0.77,15554.0,0.77,15160.0,0.66,56696.0,0.7
銷貨收入淨額,2369100.0,99.9,,,,,,,,,,,,,9001125.0,100.0,,,,,,,8018394.0,100.0,,,,,,,,
非控制權益（淨利／損）,870.0,0.04,-862.0,-0.04,105.0,0.0,69.0,0.0,56.0,0.0,-8.0,0.0,34.0,0.0,122.0,0.0,76.0,0.0,30.0,0.0,102.0,0.0,201.0,0.0,92.0,0.01,26.0,0.0,31.0,0.0,247.0,0.0
非控制權益（綜合損益）,870.0,0.04,-820.0,-0.03,105.0,0.0,71.0,0.0,56.0,0.0,-8.0,0.0,34.0,0.0,122.0,0.0,76.0,0.0,30.0,0.0,102.0,0.0,201.0,0.0,92.0,0.01,26.0,0.0,31.0,0.0,557.0,0.01
